ApArtId	AP Art	AP Status	AP Start im Jahr	AP Stand Umsetzung	Pop Guid	Pop Nr	Pop Name	Pop Status	Pop bekannt seit	Pop X-Koordinaten	Pop Y-Koordinaten	TPop Guid	TPop Nr	TPop Gemeinde	TPop Flurname	TPop Status	TPop Status unklar	TPop Begründung für unklaren Status	TPop X-Koordinaten	TPop Y-Koordinaten	TPop Radius (m)	TPop Höhe	TPop Exposition	TPop Klima	TPop Hangneigung	TPop Beschreibung	TPop Kataster-Nr	TPop Verantwortlich	TPop für AP-Bericht relevant	TPop bekannt seit	TPop EigentümerIn	TPop Kontakt vor Ort	TPop Nutzungszone	TPop BewirtschafterIn	TPop Bewirtschaftung	TPop Lage repräsentiert Population	Massn Guid	Massn Jahr	Massn Datum	Massn Typ	Massn Massnahme	Massn BearbeiterIn	Massn Bemerkungen	Massn Plan vorhanden	Massn Plan Bezeichnung	Massn Fläche m2	Massn Form der Ansiedlung	Massn Pflanzanordnung	Massn Markierung	Massn Anz Triebe	Massn Pflanzen	Massn Anz Pflanzstellen	Massn Wirtspflanze	Massn Herkunftspopulation	Massn Sammeldatum	Massn MutWann	Massn MutWer	
256300	Melampyrum cristatum L.	kein Eintrag			B3DA3B2B-887A-458B-8653-8368E5A53D2F	2	Zweidlen, KG Zweidlerhard	angesiedelt, vor Beginn Aktionsplan	2001	678200	268900	7E852F60-B997-461C-BF17-4E0812E2B20F	1	Zweidlen	KG Zweidlerhard	angesiedelt, vor Beginn Aktionsplan	0		678200	268900									1	2001						1	1D4BC641-B912-48B0-9AFD-82E4D9830A3E	2001	2001-10-17 00:00:00	Ansiedlung: Ansaat				0												2010-03-27 00:00:00	KarinMarti	
256300	Melampyrum cristatum L.	kein Eintrag			B039FF44-0F17-4B06-B755-D12D8531CEDC	3	Wasterkingen, Zwischen den Wegen	nur angesät	2008	678742	271442	B65BCDD5-99FD-4027-8BEE-F761CD5C3B44	1	Wasterkingen	ZdW, Kalk, TF 211 (alte TF 102), Spätschnittfläche	nur angesät	0		678742	271442						oberhalb Fl. 1		Charlotte Salzmann	1	2008						1	235A2A67-9979-493F-92B1-3A60F94B6DCB	2008	2008-11-12 00:00:00	Ansiedlung: Ansaat		Charlotte Salzmann		1			flächig							Merishausen, Gräte unten		2010-03-27 00:00:00	KarinMarti	
256800	Melica ciliata L.	kein AP			8FC61F8A-D722-41ED-8F5D-ADC5148E895A	1	Regemsberg, Mandach	nur angesät	2009	675638	259677	5AE84229-8FA9-4EC4-BC47-646F85314CE9	1		Mandach	nur angesät	0		675638	259677								Charlotte Salzmann	1	2009						1	1377137B-0509-4902-BEB9-4950D63D5660	2009	2009-11-27 00:00:00	Ansiedlung: Anpflanzung		Charlotte Salzmann	unten und oben aug der Mauer	1										Pfifferrüti West		2010-03-27 00:00:00	KarinMarti	
257000	Melica transsilvanica Schur	kein Eintrag			ae650fae-3610-11e1-9fe9-003048cd3590	1	Wasterkingen, Zwischen den Wegen	angesiedelt, vor Beginn Aktionsplan	2011	678816	271445	c43345bc-3610-11e1-9fe9-003048cd3590	1	Wasterkingen	ZdW, Kalksteinmauer, Fl. 204	angesiedelt, vor Beginn Aktionsplan			678816	271445								Andreas Keel	1	2011						1	ddf61e2a-3610-11e1-9fe9-003048cd3590	2011	2011-11-03 00:00:00	Ansiedlung: Anpflanzung		Andreas Keel		1	Skizze vorhanden, keine Karte		im Sand ob Mauer	Linie			6			Mägdeberg (D)		2012-01-03 14:53:23	sartori	
261100	Minuartia hybrida (Vill.) Schischk.	kein AP			819A4AD1-A42A-45CC-9807-44FB2A967194	1	Eglisau, Bahnbord Südost	nur angesät	1996	681100	271100	97EE033F-E4EC-491B-8F6E-DD533784E911	1	Eglisau	Bahnbord Südost	nur angesät	0		681100	271100									1	1996						1	F3A0BFA5-35B4-42EE-90CA-B18DCFF92E1C	1996	1996-11-13 00:00:00	Ansiedlung: Ansaat				0										Marthalen Niderfeld	33057	2010-03-27 00:00:00	KarinMarti	
261100	Minuartia hybrida (Vill.) Schischk.	kein AP			8CA344F7-44E0-45D2-BAA2-5CDF367A8F80	2	Eglisau, Gentner	nur angesät	1995	681000	271400	E8F6C1A0-1937-4936-B139-0E340A5A93BF	1	Eglisau	Gentner	nur angesät	0		681000	271400									1	1995						1	651BAEF9-D744-4988-A3AD-89837ED52747	1995	1995-11-02 00:00:00	Ansiedlung: Ansaat				0										Marthalen Niderfeld	33057	2010-03-27 00:00:00	KarinMarti	
261100	Minuartia hybrida (Vill.) Schischk.	kein AP			2CD4FC36-E055-4FB8-83FC-895E1E90FFBE	3	Glattfelden, Verteilstation Hundig EGO	nur angesät	1994	681400	267300	0E26DE60-E5ED-40A4-A93D-865E80042611	1	Glattfelden	Verteilstation Hundig EGO	nur angesät	0		681400	267300						Sandfläche			1	1994						1	A28C70B5-ADDB-4980-8227-97856867FBF0	1994	1994-10-01 00:00:00	Ansiedlung: Ansaat				0										Marthalen Niderfeld	33057	2010-03-27 00:00:00	KarinMarti	
263300	Molinia arundinacea Schrank	kein Eintrag			6854D588-FBB5-492E-98B9-63513A2500CB	1	Wettswil, Ölerdendeponie	nur angesät	2004	676300	255100	4D91B238-A517-4CE7-9193-5E2D3A62B6F3	1	Wettswil	Ölerdendeponie	nur angesät	0		676300	255100	50	430				2003 neugestaltete Fläche		Isabelle Flöss	1	2004		Walter Zuber	Naturschutzgebiet			1	72AF3301-316F-403B-84F2-32CD8A82D116	2004	2004-01-17 00:00:00	Ansiedlung: Ansaat		Isabelle Flöss		0										Mettmenstetten	2003	2010-03-27 00:00:00	KarinMarti	
263400	Molinia caerulea (L.) Moench	kein Eintrag			02831A36-A92E-42CD-A24E-63649328AF27	1	Wettswil, Ölerdendeponie	nur angesät	2004	676300	255100	7B5F501F-6B25-4C69-A9C0-B48A46CCE1F0	1	Wettswil	Ölerdendeponie	nur angesät	0		676300	255100	50	430				2003 neugestaltete Fläche		Isabelle Flöss	1	2004		Walter Zuber	Naturschutzgebiet			1	630F2079-A3B3-4A27-89AA-1EDAA8CADB0E	2004	2004-01-17 00:00:00	Ansiedlung: Ansaat		Isabelle Flöss		0										Mettmenstetten	2003	2010-03-27 00:00:00	KarinMarti	
264000	Monotropa hypopitys aggr.	kein Eintrag			EC215343-A19E-44BA-BC13-1D29EA595577	1	Glattfelden, Autobahnböschung	nur angesät	2002	679175	268775	DE939775-B42D-4B1C-BCF5-19740650172E	1	Glattfelden	Autobahnböschung	nur angesät	0		679175	268775	50	395				südexponierte sehr trockene Böschung unter Föhren			1	2002	Kanton Zürich, Baudirektion, Tiefbauamt			??	keine	1	38B50B06-FD69-4B3C-8EC3-D8F91C4F5821	2002	2002-03-15 00:00:00	Ansiedlung: Ansaat				0										N Wasterkingen		2010-03-27 00:00:00	KarinMarti	
264000	Monotropa hypopitys aggr.	kein Eintrag			E3B8DEA4-A958-4002-851B-4658006206A1	2	Weiach, KG Rüteren	nur angesät	2002			30C61681-DE82-40DF-93D5-15277AD2C498	1	Weiach	KG Rüteren	nur angesät	0		675450	268970	100	365				oben an Steilböschung, unter Föhren			1	2002	Weiacher Kies AG			??	keine	0	11223070-C3D4-422E-88E5-2B4F1A6831D9	2002	2002-03-15 00:00:00	Ansiedlung: Ansaat				0										N Wasterkingen		2010-03-27 00:00:00	KarinMarti	
264000	Monotropa hypopitys aggr.	kein Eintrag			E3B8DEA4-A958-4002-851B-4658006206A1	2	Weiach, KG Rüteren	nur angesät	2002			4869ECF3-D08B-4536-9EB2-856C3F32DE4F	2	Weiach	KG Rüteren	nur angesät	0		675500	269000	150					Föhren oberhalb 6			1	2002						0	B2EF4B84-FEBC-4E8F-A0B0-8CF15FCE3119	2002	2002-10-01 00:00:00	Ansiedlung: Ansaat				0							45			Schwaningen	2001	2010-03-27 00:00:00	KarinMarti	
265200	Muscari botryoides (L.) Mill.	kein Eintrag			4b49ab82-249f-11e1-9fe9-003048cd3590	1	Hüntwangen, Birrerain	angesiedelt, vor Beginn Aktionsplan	2011	678890	271480	6e279b5a-249f-11e1-9fe9-003048cd3590	1	Hüntwangen	Birrerain, Pressschlamm	angesiedelt, vor Beginn Aktionsplan			678890	271480						Birrerain, ob Mauer rechts (östlich), Pressschlamm		Elsbeth Sägesser	1	2011						1	833c76be-249f-11e1-9fe9-003048cd3590	2011	2011-10-27 00:00:00	Ansiedlung: Anpflanzung		Elsbeth Sägesser		1			verteilt in Reihen 1x1m				16			Flaach, Wald ob Wolau; 1399; 1109		2011-12-12 10:04:41	sartori	
265300	Muscari comosum (L.) Mill.	kein Eintrag			58AF0D37-B3D2-4345-8E95-4D37C37AF1BF	1	Eglisau, Bahnbord Südost	nur angesät	1996	681100	271100	DDA3ADFE-B976-4E5A-9B07-4CCD5854403C	1	Eglisau	Bahnbord Südost	nur angesät	0		681100	271100									1	1996						1	1A314275-81A6-40DA-B4D4-71EE57B38576	1996	1996-11-13 00:00:00	Ansiedlung: Ansaat				0										Trüllikon/ Ossingen	33811	2010-03-27 00:00:00	KarinMarti	
265300	Muscari comosum (L.) Mill.	kein Eintrag			CCF1EA4A-09E8-4549-A39A-C8837D3471E7	2	Eglisau, Chuehalden	angesiedelt, vor Beginn Aktionsplan	2004			C5DE6FD3-FEA8-4C75-8B37-56E89F1D8808	1	Eglisau	Chuehalden, Fl. 1	angesiedelt, vor Beginn Aktionsplan	0		682220	270730	20	430				Renaturierungsfläche neu gestaltet, sandig		Regula Langenauer	1	2004		Hansruedi Schudel?				0	BED3F0F9-72E9-4CBB-8A75-A3A9AD935813	2004	2004-11-12 00:00:00	Ansiedlung: Anpflanzung		Regula Langenauer		0							2			Trüllikon		2010-03-27 00:00:00	KarinMarti	
265300	Muscari comosum (L.) Mill.	kein Eintrag			CCF1EA4A-09E8-4549-A39A-C8837D3471E7	2	Eglisau, Chuehalden	angesiedelt, vor Beginn Aktionsplan	2004			D651EF41-72C8-42BC-9441-674666600C1D	2	Eglisau	Chuehalden, bei Fl. 1	nur angesät	0		682220	270730	20	430				Renaturierungsfläche neu gestaltet, sandig		Regula Langenauer	1	2004		Hansruedi Schudel?				0	CA8E949A-0F1E-4057-82AD-39F29F30F205	2004	2004-11-12 00:00:00	Ansiedlung: Ansaat		Regula Langenauer		1										Trüllikon		2011-06-23 14:39:59	topos	
265300	Muscari comosum (L.) Mill.	kein Eintrag			CCF1EA4A-09E8-4549-A39A-C8837D3471E7	2	Eglisau, Chuehalden	angesiedelt, vor Beginn Aktionsplan	2004			292541C9-7D5C-426D-8635-C37B33D7D168	3	Eglisau	Chuehalden	nur angesät	0		682230	270730	200	420						Regula Langenauer	1	2005		Hansruedi Schudel	Naturschutzgebiet			0	787BB8B8-2C01-4212-A6CA-CA8151DF2F0B	2005	2005-11-03 00:00:00	Ansiedlung: Ansaat		Regula Langenauer		1										Trüllikon, AKE.1052.9		2011-06-24 13:27:15	topos	
265300	Muscari comosum (L.) Mill.	kein Eintrag			4E2591B9-DA44-4D9B-9659-889BFC937242	3	Eglisau, Gentner	nur angesät	1995			5015C807-8A14-41F6-BD3F-B3A8365F5FBD	1	Eglisau	Gentner, Planbezeichnung: '1A, 1B, 2'	nur angesät	0		681000	271400									1	1995						0	210858C8-BDDE-460C-8C7D-92E04D904109	1995	1995-11-02 00:00:00	Ansiedlung: Ansaat				0										Oberer Garten, Trüllikon	33441	2010-03-27 00:00:00	KarinMarti	
265300	Muscari comosum (L.) Mill.	kein Eintrag			4E2591B9-DA44-4D9B-9659-889BFC937242	3	Eglisau, Gentner	nur angesät	1995			9268BE88-C07E-49E0-A39D-372BBE2D4E4D	1	Eglisau	Gentner, Planbezeichnung: '1A, 1B, 2'	nur angesät	0		681000	271400									1	1995						0	693D4EA1-5D89-4F77-92C2-304EAD92BCB5	1995	1995-11-02 00:00:00	Ansiedlung: Ansaat				0										Unterer Garten, Trüllikon	33441	2010-03-27 00:00:00	KarinMarti	
265300	Muscari comosum (L.) Mill.	kein Eintrag			4E2591B9-DA44-4D9B-9659-889BFC937242	3	Eglisau, Gentner	nur angesät	1995			96E4360D-BF28-4C6D-8E39-46308F8F28BA	2	Eglisau	Gentner, Planbezeichnung: '1-5u, 5'	nur angesät	0		681000	271400									1	1995						0	86E10CA0-CEF1-4ACE-839E-D4817B1BD6D6	1995	1995-11-02 00:00:00	Ansiedlung: Ansaat				0										Trüllikon/ Ossingen	33811	2010-03-27 00:00:00	KarinMarti	
265300	Muscari comosum (L.) Mill.	kein Eintrag			278D95B2-D115-4880-96EA-B8D26668944E	4	Glattfelden, Autobahnböschung Nord	nur angesät	2002	679050	268850	27205414-32D7-4077-BE16-2BB38D5E7665	1	Glattfelden	Autobahnböschung Nord	nur angesät	0		679050	268850	50					südexponierte sehr trockene Böschung 			1	2002						1	962ADCE1-9797-478C-BEE9-7016D9F74D4C	2002	2002-10-01 00:00:00	Ansiedlung: Ansaat				0										Winterthur Töss (WW)	Ende Juli 2002 (2 Ex.)	2010-03-27 00:00:00	KarinMarti	
265300	Muscari comosum (L.) Mill.	kein Eintrag			C7ABEEFD-603A-47A8-8729-A70293FC59DB	5	Glattfelden, Huser	angesiedelt, vor Beginn Aktionsplan	2004	680675	268225	3D07D023-7A28-4EF8-95A3-794820DD681C	1	Glattfelden	Huser	angesiedelt, vor Beginn Aktionsplan	0		680675	268225	50	415				neugestaltete Magerwiese		Isabelle Flöss	1	2004		Hansruedi Schudel				1	1EE4A090-A426-4B6B-B426-145F3A63AD23	2004	2004-12-10 00:00:00	Ansiedlung: Ansaat und Auspflanzung		Isabelle Flöss		0								20		b. Winterthur	2004	2010-03-27 00:00:00	KarinMarti	
265300	Muscari comosum (L.) Mill.	kein Eintrag			3663BACF-5E44-465F-90FC-BB66E058F56D	6	Glattfelden, Zweidler Hard	nur angesät	2002	678125	268875	17D5BCB2-1B68-4377-8BE0-4E965696F8B5	1	Glattfelden	Zweidler Hard	nur angesät	0		678125	268875	100					neugestaltete Fläche mit Feucht- und Trockenstandorten und Weihern			1	2002						1	87C1E1ED-1729-4F4F-9E63-107E3FF96B8F	2002	2002-10-01 00:00:00	Ansiedlung: Ansaat				0										Winterthur Töss (WW)	Ende Juli 2002 (2 Ex.)	2010-03-27 00:00:00	KarinMarti	
265300	Muscari comosum (L.) Mill.	kein Eintrag			8C2ED3D9-313F-43BB-B576-BC0936F627D8	7	Hüntwangen, Loch Nord	nur angesät	2005	680890	271925	09A2DF30-4C76-4CA0-88B8-A57E56753AD4	1	Hüntwangen	Loch Nord	nur angesät	0		680890	271925	300	395						Regula Langenauer	1	2005		Hansruedi Schudel	Naturschutzgebiet			1	1440F256-6592-4C8B-801A-0E04B5E0FA77	2005	2005-11-10 00:00:00	Ansiedlung: Ansaat		Regula Langenauer		0										Trüllikon		2010-03-27 00:00:00	KarinMarti	
265300	Muscari comosum (L.) Mill.	kein Eintrag			53BE95E1-00EB-46C3-B91D-84056293B5CF	8	Hüntwangen, Loch Süd	angesiedelt, vor Beginn Aktionsplan	2004	680850	271650	CF5757C3-A8E2-492F-8271-83C3FE8EFEFC	1	Hüntwangen	Loch Süd	angesiedelt, vor Beginn Aktionsplan	0		680850	271650	100	380				Ebene mit Sand, Kies und Schotter		Isabelle Flöss	1	2004		Hansruedi Schudel				1	0C36C981-F48F-44B9-9F1A-124900A20759	2004	2004-12-10 00:00:00	Ansiedlung: Ansaat und Auspflanzung		Isabelle Flöss		0								2		1052.9, Trüllikon	2004	2010-03-27 00:00:00	KarinMarti	
265300	Muscari comosum (L.) Mill.	kein Eintrag			3E59B33F-7755-495D-886D-12A5BF47B397	9	Pfungen, Lehmgrube Bruni	angesiedelt, vor Beginn Aktionsplan	2004			C282EEF2-979E-4ED7-B5F9-D51D9B27FBFA	1	Pfungen	Lehmgrube Bruni	angesiedelt, vor Beginn Aktionsplan	0		691950	263475	125	397				Kies-Sandflächen, Böschung	1798	Isabelle Flöss	1	2004						0	3A89F280-694B-413B-B58E-E93E5ADE8C14	2004	2004-12-16 00:00:00	Ansiedlung: Ansaat und Auspflanzung		Isabelle Flöss		0								2		Trüllikon / bei Winterthur	2004	2010-03-27 00:00:00	KarinMarti	
265300	Muscari comosum (L.) Mill.	kein Eintrag			3E59B33F-7755-495D-886D-12A5BF47B397	9	Pfungen, Lehmgrube Bruni	angesiedelt, vor Beginn Aktionsplan	2004			9E45FD4B-99F3-458E-8B3C-B6DBE7EE2260	2	Pfungen	Lehmgrube Bruni	nur angesät	0		692000	263455	20	395						Regula Langenauer	1	2005		Eugen Temperle	Naturschutzgebiet		1 Schnitt ab 1.10.	0	C928FB5F-C30C-43B1-905E-B3F8923989A1	2005	2005-11-18 00:00:00	Ansiedlung: Ansaat		Regula Langenauer		0										Trüllikon		2010-03-27 00:00:00	KarinMarti	
265300	Muscari comosum (L.) Mill.	kein Eintrag			6875B076-BA42-4767-B4B2-F0A212507AB5	10	Unterstammheim, KG Steigbügel	angesiedelt, vor Beginn Aktionsplan	2004			1AC266C2-E8B6-4F60-92F2-57887A5389D3	1	Unterstammheim	KG Steigbügel	nur angesät	0		700955	278485	10	435				nährstoffarmer Hang am Rande der Grube (im obersten Teil)		Regula Langenauer	1	2004						0	01670FB4-58CE-4DDE-9C58-442C79CEA3A3	2004	2004-11-24 00:00:00	Ansiedlung: Ansaat		Regula Langenauer		0							2			Trüllikon	2004	2010-03-27 00:00:00	KarinMarti	
265300	Muscari comosum (L.) Mill.	kein Eintrag			6875B076-BA42-4767-B4B2-F0A212507AB5	10	Unterstammheim, KG Steigbügel	angesiedelt, vor Beginn Aktionsplan	2004			641BA868-B8D8-4798-B4CB-671038A1E17D	2	Unterstammheim	KG Steigbügel	angesiedelt, vor Beginn Aktionsplan	0		700955	278485	10	435				nährstoffarmer Hang am Rande der Grube (im obersten Teil)		Regula Langenauer	1	2004						0	EEEC3132-85CF-45AF-96CF-6DA99828BA73	2004	2004-11-24 00:00:00	Ansiedlung: Anpflanzung		Regula Langenauer		0							2			Trüllikon		2010-03-27 00:00:00	KarinMarti	
265300	Muscari comosum (L.) Mill.	kein Eintrag			063A7423-25C5-4CEC-A03C-CEB6A883C58C	11	Wasterkingen, KG Rain	nur angesät	2005			E01DF42B-1C33-4266-AD51-4B04B0458EE7	1	Wasterkingen	KG Rain	nur angesät	0		677950	271750		405				2004 neugestaltete Fläche		Isabelle Flöss	1	2005						0	ED6DABDB-CED8-444A-8CC5-B1C836610BA9	2005	2005-03-19 00:00:00	Ansiedlung: Ansaat		Isabelle Flöss		0										bei Winterthur	2004	2010-03-27 00:00:00	KarinMarti	
265300	Muscari comosum (L.) Mill.	kein Eintrag			063A7423-25C5-4CEC-A03C-CEB6A883C58C	11	Wasterkingen, KG Rain	nur angesät	2005			9F580B05-E5D2-48E3-A4EC-E1F3F773123E	2	Wasterkingen	KG Rain	nur angesät	0		677950	271750		405				2004 neugestaltete Fläche		Andreas Keel	1	2005						0	A8DBFE1C-38E4-4205-B233-1E99AC4BD9F4	2005	2005-01-14 00:00:00	Ansiedlung: Ansaat		Andreas Keel		0										Trüllikon, Truttikon	36372	2010-03-27 00:00:00	KarinMarti	
265300	Muscari comosum (L.) Mill.	kein Eintrag			9C2BFFFE-630A-4362-9DC4-5AF4917D6508	12	Weiach, Steinlochäcker/ Leberen	angesiedelt, vor Beginn Aktionsplan	2004	675475	268800	98EE9A6C-F3CB-4B16-A896-C781CB7EFC26	1	Weiach	Steinlochäcker/Leberen, FL. 5	angesiedelt, vor Beginn Aktionsplan	0		675420	268825	50	365						Regula Langenauer	1	2005		Andreas Keel	Naturschutzgebiet			0	7C526BE4-409F-4EF2-A428-62E4B93C882C	2005	2005-10-26 00:00:00	Ansiedlung: Anpflanzung		Regula Langenauer		0							2			Trüllikon		2010-03-27 00:00:00	KarinMarti	
265300	Muscari comosum (L.) Mill.	kein Eintrag			9C2BFFFE-630A-4362-9DC4-5AF4917D6508	12	Weiach, Steinlochäcker/ Leberen	angesiedelt, vor Beginn Aktionsplan	2004	675475	268800	59A03478-CB5B-4073-9D64-CFEC770B6357	2	Weiach	Steinlochäcker/Leberen	nur angesät	0		675430	268870	50	365						Regula Langenauer	1	2005		Andreas Keel	Naturschutzgebiet			0	3544CAA9-65B4-493C-83E1-69D82CD19F9A	2005	2005-10-26 00:00:00	Ansiedlung: Ansaat		Regula Langenauer		0										Trüllikon		2010-03-27 00:00:00	KarinMarti	
265300	Muscari comosum (L.) Mill.	kein Eintrag			9C2BFFFE-630A-4362-9DC4-5AF4917D6508	12	Weiach, Steinlochäcker/ Leberen	angesiedelt, vor Beginn Aktionsplan	2004	675475	268800	88C57ECA-2D34-4075-933C-CE80D4275607	3	Weiach	Steinlochäcker/Leberen, West, Mitte	nur angesät	0		675475	268800	90	380				Sandfläche, S-exponiert		Isabelle Flöss	1	2004						1	FB4EA4D2-4DF8-49AA-B522-11D526F83E7B	2004	2004-11-26 00:00:00	Ansiedlung: Ansaat		Isabelle Flöss		1								2		Trüllikon 1052.9	2004	2010-03-27 00:00:00	KarinMarti	
265300	Muscari comosum (L.) Mill.	kein Eintrag			9C2BFFFE-630A-4362-9DC4-5AF4917D6508	12	Weiach, Steinlochäcker/ Leberen	angesiedelt, vor Beginn Aktionsplan	2004	675475	268800	CB166DF5-623A-48E0-B723-B9CECD5B5A66	4	Weiach	Steinlochäcker/Leberen, West, oben/Nord	angesiedelt, vor Beginn Aktionsplan	0		675390	268870	90	380				Sandfläche, S-exponiert		Isabelle Flöss	1	2004						0	604B4A19-ED44-4B99-9641-A1FD0547D578	2004	2004-12-13 00:00:00	Ansiedlung: Anpflanzung		Isabelle Flöss		1			in Linien D und B				2			Trüllikon 1052.9		2010-03-27 00:00:00	KarinMarti	
265300	Muscari comosum (L.) Mill.	kein Eintrag			7EA965E6-3822-4CB1-9909-49F36FEA084B	13	Wasterkingen, Zwischen den Wegen	angesiedelt, vor Beginn Aktionsplan	2007	678747	271440	40F07949-46DA-4C73-AF3C-6268426D3BD8	1	Wasterkingen	ZdW, TF 211 (alte TF 102), Fl. 2, Spätschnittfläche	angesiedelt, vor Beginn Aktionsplan	0		678747	271440						Malmkalk		Regula Langenauer	1	2007			NSG			1	E054CFC7-005E-4870-945A-BEF6B1F83422	2007	2007-11-22 00:00:00	Ansiedlung: Anpflanzung		Regula Langenauer	22.11.2007 & 29.11.2007	1				in Linien			5			Trüllikon		2010-03-27 00:00:00	KarinMarti	
265300	Muscari comosum (L.) Mill.	kein Eintrag			7EA965E6-3822-4CB1-9909-49F36FEA084B	13	Wasterkingen, Zwischen den Wegen	angesiedelt, vor Beginn Aktionsplan	2007	678747	271440	E35C89A1-53CF-4F1D-99C0-3C481D087A0F	2	Wasterkingen	ZdW, TF 103	angesiedelt, vor Beginn Aktionsplan	0		678585	271384						Kies		Regula Langenauer	1	2007			NSG			0	A9029C01-4312-4516-AA69-C2B63855F5E8	2007	2007-11-22 00:00:00	Ansiedlung: Anpflanzung		Regula Langenauer	22.11.2007 & 29.11.2007	1				in einem Grüppchen (L2)			5			Trüllikon		2010-03-27 00:00:00	KarinMarti	
265300	Muscari comosum (L.) Mill.	kein Eintrag			7EA965E6-3822-4CB1-9909-49F36FEA084B	13	Wasterkingen, Zwischen den Wegen	angesiedelt, vor Beginn Aktionsplan	2007	678747	271440	0DD41FFA-ED33-4CC2-BC35-65708C10FCF3	3	Wasterkingen	ZdW, Sand, TF229 Zaun (alte TF 107), Fl. 2	angesiedelt, vor Beginn Aktionsplan	0		678476	271365								Charlotte Salzmann	1	2008						0	8842F475-D626-4C9B-8FC5-9FC11A8295C1	2008	2008-11-06 00:00:00	Ansiedlung: Ansaat und Auspflanzung		Charlotte Salzmann	mit RL, MB, MV, Erwin & Sepp	1			in zwei 3er Gruppen				6			Pfl. und Samen: Trüllikon		2010-03-27 00:00:00	KarinMarti	
265300	Muscari comosum (L.) Mill.	kein Eintrag			7EA965E6-3822-4CB1-9909-49F36FEA084B	13	Wasterkingen, Zwischen den Wegen	angesiedelt, vor Beginn Aktionsplan	2007	678747	271440	571741FE-7FC0-42AA-B94B-CA34513A57E9	4	Wasterkingen	ZdW, Kalk, TF211 (alte TF 102), Frühschnittfläche, West	angesiedelt, vor Beginn Aktionsplan	0		678767	271440						direkt oberhalb der Fl. 2		Charlotte Salzmann	1	2008						0	DBA6975D-4274-4884-95F7-5E7632106DB4	2008	2008-11-05 00:00:00	Ansiedlung: Ansaat und Auspflanzung		Charlotte Salzmann	mit RL, MB, Erwin & Sepp	1			flächig				6			Trüllikon		2010-03-27 00:00:00	KarinMarti	
265300	Muscari comosum (L.) Mill.	kein Eintrag			7EA965E6-3822-4CB1-9909-49F36FEA084B	13	Wasterkingen, Zwischen den Wegen	angesiedelt, vor Beginn Aktionsplan	2007	678747	271440	E031545D-F335-4D26-9A7D-10E84EC46A67	5	Wasterkingen	ZdW, Kies, TF 212	nur angesät	0		678663	271387								Regula Langenauer	1	2009						0	31BE5F4C-E311-4A6B-BCAB-BA1DA80AEB6F	2009	2009-11-12 00:00:00	Ansiedlung: Ansaat		Regula Langenauer	mit ChS, MB, Equippe (Heidi, Yves)	1										AK 1052.9		2010-03-27 00:00:00	KarinMarti	
265300	Muscari comosum (L.) Mill.	kein Eintrag			7EA965E6-3822-4CB1-9909-49F36FEA084B	13	Wasterkingen, Zwischen den Wegen	angesiedelt, vor Beginn Aktionsplan	2007	678747	271440	5c8fba1c-3d62-11e2-a78a-003048cd3590	6	Wasterkingen	ZdW, Fl 205	angesiedelt, vor Beginn Aktionsplan			678774	271432								Karin Sartori	1	2012							ba13748a-3d62-11e2-a78a-003048cd3590	2012	2012-11-01 00:00:00	Ansiedlung: Anpflanzung		Karin Sartori	mit Michèle Müller, Georg Oberer, Heidi und Yves	1			Linie	frei auf Linie verteilt			10			Trüllikon, Rebberg, 1052.9, ZV Winkel		2012-12-03 17:04:24	rüegg	
265300	Muscari comosum (L.) Mill.	kein Eintrag			7EA965E6-3822-4CB1-9909-49F36FEA084B	13	Wasterkingen, Zwischen den Wegen	angesiedelt, vor Beginn Aktionsplan	2007	678747	271440	7a0b9710-3d66-11e2-a78a-003048cd3590	7	Wasterkingen	ZdW, Fl 211, Frühschnittfläche, Ost	nur angesät			678795	271444								Karin Sartori	1	2012							adb47c30-3d66-11e2-a78a-003048cd3590	2012	2012-11-01 00:00:00	Ansiedlung: Ansaat		Karin Sartori	mit Michèle Müller, Georg Oberer, Heidi und Yves	1			flächig, Tortenstück-Form		Findling bei der Nordost Ecke					bei Winterthur, 1072.5	2011	2012-12-03 17:33:36	rüegg	
265300	Muscari comosum (L.) Mill.	kein Eintrag			172BC325-E2D6-4256-9A88-E2375AA9E016	14	Hüntwangen, Muren / Linde	angesiedelt, vor Beginn Aktionsplan	2007	679889	271649	D5661496-6BCE-4575-B666-14D8F86B31D5	1	Hüntwangen	Muren / Linde, Fl. 9	angesiedelt, vor Beginn Aktionsplan	0		679889	271649								Regula Langenauer	1	2007						1	91F8FC2A-2EF3-4DD3-A75E-598BF9275940	2007	2007-12-05 00:00:00	Ansiedlung: Anpflanzung		Regula Langenauer		1				Linie			7			Trüllikon		2010-03-27 00:00:00	KarinMarti	
265300	Muscari comosum (L.) Mill.	kein Eintrag			172BC325-E2D6-4256-9A88-E2375AA9E016	14	Hüntwangen, Muren / Linde	angesiedelt, vor Beginn Aktionsplan	2007	679889	271649	D5661496-6BCE-4575-B666-14D8F86B31D5	1	Hüntwangen	Muren / Linde, Fl. 9	angesiedelt, vor Beginn Aktionsplan	0		679889	271649								Regula Langenauer	1	2007						1	32F52613-B77F-4B51-984E-F57696EA30F9	2007	2007-12-05 00:00:00	Ansiedlung: Ansaat		Regula Langenauer	Mischung 1	1										Trüllikon, Nr 1052.9		2010-03-27 00:00:00	KarinMarti	
